Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
tig00000001_polypolish	cds	4754100	4754681	+	NHFMJM_21880		5'-deoxynucleotidase	SO:0001217, UniRef:UniRef50_Q2SKN3, UniRef:UniRef90_A0A076PPL9
tig00000001_polypolish	cds	4755104	4756078	-	NHFMJM_21885	corA	Magnesium transport protein CorA	COG:COG0598, COG:P, SO:0001217, UniRef:UniRef50_A0A1Y1J3B9, UniRef:UniRef90_A0A1Y1J3B9
tig00000001_polypolish	cds	4756551	4756751	-	NHFMJM_21890		Tnp-DDE-dom domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1X7M552, UniRef:UniRef90_A0A0L7MGI3
tig00000001_polypolish	cds	4757225	4757521	-	NHFMJM_21895		hypothetical protein	
tig00000001_polypolish	cds	4758182	4759156	-	NHFMJM_21900	tctC	TctC	COG:C, COG:COG3181, SO:0001217, UniRef:UniRef50_Q1LQA1, UniRef:UniRef90_D0J1H4
tig00000001_polypolish	cds	4759440	4759922	+	NHFMJM_21905	greA	GreA-GreB domain-containing protein	COG:COG0782, COG:K, SO:0001217, UniRef:UniRef50_A0A1B3LZ77, UniRef:UniRef90_D0J1H3
tig00000001_polypolish	cds	4760354	4761334	-	NHFMJM_21910		AraC family transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A0L7N4H8, UniRef:UniRef90_UPI0009B9FA7F
tig00000001_polypolish	cds	4762393	4762827	+	NHFMJM_21915		Prepilin-type N-terminal cleavage/methylation domain-containing protein	SO:0001217, UniRef:UniRef50_A0A080LW81, UniRef:UniRef90_A0A0E3BEY8
tig00000001_polypolish	cds	4762827	4763393	+	NHFMJM_21920		GspH domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0L7N528, UniRef:UniRef90_A0A0L7N528
tig00000001_polypolish	cds	4763387	4763899	+	NHFMJM_21925		Type IV pilus modification protein PilV	SO:0001217, UniRef:UniRef50_A0A4R7FI97, UniRef:UniRef90_A0A0L7N4J4
tig00000001_polypolish	cds	4763909	4765033	+	NHFMJM_21930		Type IV Pilus-assembly protein W	SO:0001217, UniRef:UniRef50_A0A0L7N4I4, UniRef:UniRef90_A0A0L7N4I4
tig00000001_polypolish	cds	4765030	4765635	+	NHFMJM_21935		PilX-N domain-containing protein	SO:0001217, UniRef:UniRef50_A0A6G8C1A4
tig00000001_polypolish	cds	4765782	4771715	+	NHFMJM_21940		Neisseria-PilC domain-containing protein	SO:0001217, UniRef:UniRef50_A0A096FL78
tig00000001_polypolish	cds	4772146	4772643	+	NHFMJM_21945		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A0L7N4J8, UniRef:UniRef90_A0A7Z0FZJ9
tig00000001_polypolish	cds	4772888	4774252	-	NHFMJM_21950		OprD family porin	SO:0001217, UniRef:UniRef50_A0A014QF66, UniRef:UniRef90_A0A5D9APU6
tig00000001_polypolish	cds	4774443	4775540	+	NHFMJM_21955		Membrane protein	SO:0001217, UniRef:UniRef50_A1TNB2, UniRef:UniRef90_A0A0L7N5J5
tig00000001_polypolish	cds	4775724	4775894	-	NHFMJM_21960		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A370EDN0, UniRef:UniRef90_A0A370EDN0
tig00000001_polypolish	cds	4776273	4777352	-	NHFMJM_21965	wcaG	Male sterility-like protein	COG:COG0451, COG:M, SO:0001217, UniRef:UniRef50_A0A2N7R4U9, UniRef:UniRef90_D0J1G9
tig00000001_polypolish	cds	4777426	4777815	+	NHFMJM_21970	soxR	MerR family transcriptional regulator	COG:COG0789, COG:K, SO:0001217, UniRef:UniRef50_A0A0C5E2F3, UniRef:UniRef90_A0A096GB24
tig00000001_polypolish	cds	4778172	4780394	+	NHFMJM_21975	fhuE	TonB-dependent siderophore receptor	COG:COG4773, COG:P, SO:0001217, UniRef:UniRef50_A0A1B2D0Y7, UniRef:UniRef90_A0A1Y1J0X7
tig00000001_polypolish	cds	4780407	4780700	+	NHFMJM_21980		hypothetical protein	SO:0001217, UniRef:UniRef50_D0J559, UniRef:UniRef90_A0A2G6YU79
tig00000001_polypolish	cds	4780700	4782412	+	NHFMJM_21985		Putative iron-regulated membrane protein	SO:0001217, UniRef:UniRef50_A0A1I9XSW0, UniRef:UniRef90_A0A2G6YU76
tig00000001_polypolish	cds	4782409	4782750	+	NHFMJM_21990		DUF3325 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2G6YU83, UniRef:UniRef90_A0A2G6YU83
tig00000001_polypolish	cds	4782860	4784041	+	NHFMJM_21995		Efflux transporter, RND family, MFP subunit	SO:0001217, UniRef:UniRef50_F6AX81
tig00000001_polypolish	cds	4784035	4786005	+	NHFMJM_22000	macB	Macrolide export ATP-binding/permease protein MacB	COG:COG1136, COG:M, SO:0001217, UniRef:UniRef50_Q9I190, UniRef:UniRef90_A0A1Y1IZE3
tig00000001_polypolish	cds	4786008	4787396	+	NHFMJM_22005		RND efflux system	SO:0001217, UniRef:UniRef50_A0A1Y1IXT2
tig00000001_polypolish	cds	4787668	4788831	-	NHFMJM_22010		Diguanylate cyclase	SO:0001217, UniRef:UniRef50_A0A379ISQ1
tig00000001_polypolish	cds	4789167	4790387	-	NHFMJM_22015		ISL3 family transposase	SO:0001217, UniRef:UniRef50_Q06126, UniRef:UniRef90_A0A240U4T7
tig00000001_polypolish	cds	4790524	4790799	-	NHFMJM_22020	yggX	putative Fe(2+)-trafficking protein	COG:COG2924, COG:PO, GO:0005506, RefSeq:WP_003053502.1, SO:0001217, UniParc:UPI0000E7F422, UniRef:UniRef100_A0A7Z0FXZ7, UniRef:UniRef50_Q1LLM6, UniRef:UniRef90_A9C3G0
tig00000001_polypolish	cds	4790943	4791974	+	NHFMJM_22025	sbp	Sulfate/thiosulfate-binding protein	COG:COG1613, COG:P, SO:0001217, UniRef:UniRef50_A0A0H2M6B2, UniRef:UniRef90_A0A0K6IFT2
tig00000001_polypolish	cds	4792043	4792639	+	NHFMJM_22030	ssuE	FMN reductase, SsuE family	COG:C, COG:COG0431, SO:0001217, UniRef:UniRef50_A0A0H2M6H0, UniRef:UniRef90_A0A096CGA4
tig00000001_polypolish	cds	4792852	4793874	+	NHFMJM_22035	tauA	Aliphatic sulfonates family ABC transporter	COG:COG0715, COG:P, SO:0001217, UniRef:UniRef50_G0ABP9, UniRef:UniRef90_D0J1D2
tig00000001_polypolish	cds	4793895	4794977	+	NHFMJM_22040	tauA	Aliphatic sulfonates family ABC transporter	COG:COG0715, COG:P, SO:0001217, UniRef:UniRef50_G0AA01, UniRef:UniRef90_D0J1D1
tig00000001_polypolish	cds	4795001	4796224	+	NHFMJM_22045	ssuD	Alkanesulfonate monooxygenase	SO:0001217, UniRef:UniRef50_Q2SVM8, UniRef:UniRef90_A0A076PT61
tig00000001_polypolish	cds	4796235	4797080	+	NHFMJM_22050	tauC	Sulfonate ABC transporter	COG:COG0600, COG:P, SO:0001217, UniRef:UniRef50_A0A0C7KJE1, UniRef:UniRef90_A0A076PVN8
tig00000001_polypolish	cds	4797193	4798203	+	NHFMJM_22055	tauB	Aliphatic sulfonates import ATP-binding protein SsuB	COG:COG1116, COG:P, SO:0001217, UniRef:UniRef50_Q87UI3, UniRef:UniRef90_A0A5A7MJ98
tig00000001_polypolish	cds	4798274	4799206	+	NHFMJM_22060	lysR	CysB family transcriptional regulator	COG:COG0583, COG:K, SO:0001217, UniRef:UniRef50_K9DF25, UniRef:UniRef90_A0A076PQ59
tig00000001_polypolish	cds	4799299	4799439	-	NHFMJM_22065		hypothetical protein	
tig00000001_polypolish	cds	4799571	4799786	+	NHFMJM_22070	mopI	TOBE domain protein	COG:COG3585, COG:H, RefSeq:WP_003053517.1, SO:0001217, UniParc:UPI0000E7F337, UniRef:UniRef100_A0A096CCK2, UniRef:UniRef50_A0A0K1ZKY8, UniRef:UniRef90_A1VPZ4
tig00000001_polypolish	cds	4799966	4803814	-	NHFMJM_22075	putA	Bifunctional protein PutA	SO:0001217, UniRef:UniRef50_P95629, UniRef:UniRef90_A0A0L7MAP3
tig00000001_polypolish	cds	4803930	4804406	+	NHFMJM_22080	lrp	Lrp/AsnC family leucine-responsive transcriptional regulator	COG:COG1522, COG:K, SO:0001217, UniRef:UniRef50_W0AGM2, UniRef:UniRef90_A0A370EDL4
tig00000001_polypolish	cds	4804604	4806148	+	NHFMJM_22085	pAS	Aerotaxis receptor	COG:COG2202, COG:T, SO:0001217, UniRef:UniRef50_E0SF49, UniRef:UniRef90_A0A5A7MIY1
tig00000001_polypolish	cds	4806257	4806733	-	NHFMJM_22090		Membrane protein	COG:COG5528, COG:S, RefSeq:WP_003075194.1, SO:0001217, UniParc:UPI0002464C37, UniRef:UniRef100_A0A370ECQ1, UniRef:UniRef50_E6WPU6, UniRef:UniRef90_A0A076PQ53
tig00000001_polypolish	cds	4806730	4807167	-	NHFMJM_22095		Epimerase	SO:0001217, UniRef:UniRef50_E6V027, UniRef:UniRef90_A0A0L7MAT8
tig00000001_polypolish	cds	4807160	4808044	-	NHFMJM_22100	wcaG	Epimerase domain-containing protein	COG:COG0451, COG:M, SO:0001217, UniRef:UniRef50_A0A5A7MLW4, UniRef:UniRef90_A0A5A7MLW4
tig00000001_polypolish	cds	4808092	4808643	-	NHFMJM_22105	gbsR	HTH-type transcriptional regulator	COG:COG1510, COG:K, RefSeq:WP_003075187.1, SO:0001217, UniParc:UPI0002464C34, UniRef:UniRef100_A0A0E3BFT6, UniRef:UniRef50_A0A0Q5M0I4, UniRef:UniRef90_A0A370EEN0
tig00000001_polypolish	cds	4808874	4809185	+	NHFMJM_22110		hypothetical protein	SO:0001217, UniRef:UniRef50_A9C3E8, UniRef:UniRef90_A0A096F0J6
tig00000001_polypolish	cds	4809277	4810836	+	NHFMJM_22115	trmA	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD	COG:COG2265, COG:J, SO:0001217, UniRef:UniRef50_Q13Z67, UniRef:UniRef90_D0J1B5
tig00000001_polypolish	cds	4810873	4811790	-	NHFMJM_22120		Zinc/iron permease	SO:0001217, UniRef:UniRef50_A0A1H3KUL1, UniRef:UniRef90_D0J1B4
tig00000001_polypolish	cds	4811794	4812429	-	NHFMJM_22125	sodA	Superoxide dismutase	COG:COG0605, COG:P, SO:0001217, UniRef:UniRef50_P53652, UniRef:UniRef90_A0A5A7MLE3
tig00000001_polypolish	cds	4812463	4812978	-	NHFMJM_22130		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A370EC35, UniRef:UniRef90_A0A370EC35
tig00000001_polypolish	cds	4812975	4813475	-	NHFMJM_22135		DUF2325 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A076PLW7, UniRef:UniRef90_A0A0K6IFL3
tig00000001_polypolish	cds	4813786	4814139	-	NHFMJM_22140		hypothetical protein	SO:0001217, UniRef:UniRef50_B9MHW6, UniRef:UniRef90_A0A370ECQ7
tig00000001_polypolish	cds	4814286	4814978	-	NHFMJM_22145	ybhL	Modulator of FtsH protease	COG:COG0670, COG:P, SO:0001217, UniRef:UniRef50_A0A1G3HX75, UniRef:UniRef90_A0A2G6ZMM6
tig00000001_polypolish	cds	4815171	4815578	+	NHFMJM_22150	glcG	Protein GlcG	COG:COG3193, COG:T, RefSeq:WP_003053536.1, SO:0001217, UniParc:UPI0000E7F31B, UniRef:UniRef100_A0A096CCJ0, UniRef:UniRef50_A0A0E9L8U1, UniRef:UniRef90_A0A1B2D4A1
tig00000001_polypolish	cds	4815785	4815994	-	NHFMJM_22155	hemP	Hemin uptake protein HemP	COG:COG4256, COG:H, SO:0001217, UniRef:UniRef50_B7X2K6, UniRef:UniRef90_B7X2K6
tig00000001_polypolish	cds	4816260	4816676	-	NHFMJM_22160	exbD	Biopolymer transport protein ExbD/TolR	COG:COG0848, COG:U, SO:0001217, UniRef:UniRef50_A0A5S9NNI1, UniRef:UniRef90_D0J1A6
tig00000001_polypolish	cds	4816680	4817402	-	NHFMJM_22165	tolQ	MotA/TolQ/ExbB proton channel family protein	COG:COG0811, COG:U, SO:0001217, UniRef:UniRef50_U3GE96, UniRef:UniRef90_UPI00166B4F0E
tig00000001_polypolish	cds	4817426	4818151	-	NHFMJM_22170		Protein TonB	SO:0001217, UniRef:UniRef50_A0A2G6ZMI2, UniRef:UniRef90_A0A5N7WQK8
tig00000001_polypolish	cds	4818685	4819827	-	NHFMJM_22175	lldD	FMN-dependent dehydrogenase, includes L-lactate dehydrogenase and type II isopentenyl diphosphate isomerase	COG:CIR, COG:COG1304, SO:0001217, UniRef:UniRef50_T0HP24, UniRef:UniRef90_A0A0K6IFS9
tig00000001_polypolish	cds	4819933	4820613	-	NHFMJM_22180	piuC	Fe2+-dependent dioxygenase	COG:COG3128, COG:R, SO:0001217, UniRef:UniRef50_A2SM89, UniRef:UniRef90_UPI00130DD86F
tig00000001_polypolish	cds	4820882	4823137	-	NHFMJM_22185		TonB-dependent siderophore receptor	SO:0001217, UniRef:UniRef50_A0A2L0PQD3
tig00000001_polypolish	cds	4823507	4824157	+	NHFMJM_22190		PepSY-associated TM helix domain protein	COG:COG3295, COG:S, SO:0001217, UniRef:UniRef50_A0A0U3N4I5, UniRef:UniRef90_B7X2L4
tig00000001_polypolish	cds	4824312	4824833	+	NHFMJM_22195		putative periplasmic protein	COG:COG3656, COG:S, RefSeq:WP_057092629.1, SO:0001217, UniParc:UPI00070B5D92, UniRef:UniRef100_A0A5A7MLU4, UniRef:UniRef50_E6VAR8, UniRef:UniRef90_B7X2L5
tig00000001_polypolish	cds	4825042	4825842	+	NHFMJM_22200		Uncharacterized protein, contains GH25 family domain	COG:COG5266, COG:R, SO:0001217, UniRef:UniRef50_A0A558QT22, UniRef:UniRef90_B7X2L6
tig00000001_polypolish	cds	4825928	4827046	+	NHFMJM_22205	apbE	FAD:protein FMN transferase	COG:COG1477, COG:HO, SO:0001217, UniRef:UniRef50_A0A5A7MJ70, UniRef:UniRef90_A0A5A7MJ70
tig00000001_polypolish	cds	4827043	4828446	+	NHFMJM_22210	cysJ	Nitric oxide synthase	COG:COG0369, COG:FP, SO:0001217, UniRef:UniRef50_A0A076PWS3, UniRef:UniRef90_A0A076PWS3
tig00000001_polypolish	cds	4828618	4828926	-	NHFMJM_22215	rsc6	DNA topoisomerase III	COG:B, COG:COG5531, RefSeq:WP_003053560.1, SO:0001217, UniParc:UPI0000E7F2A3, UniRef:UniRef100_A0A0K6IFS5, UniRef:UniRef50_A0A1F4A552, UniRef:UniRef90_A0A0K6IFS5
tig00000001_polypolish	cds	4829205	4829720	+	NHFMJM_22220	rraA	4-hydroxy-4-methyl-2-oxoglutarate aldolase	COG:COG0684, COG:J, SO:0001217, UniRef:UniRef50_A0A4S8F8Z3, UniRef:UniRef90_D0J191
tig00000001_polypolish	cds	4829734	4830642	-	NHFMJM_22225	rhaT	Permease of the drug/metabolite transporter (DMT) superfamily	COG:COG0697, COG:GER, SO:0001217, UniRef:UniRef50_A0A4R1VVJ9, UniRef:UniRef90_D0J190
tig00000001_polypolish	cds	4831153	4832484	+	NHFMJM_22230	aceA	Isocitrase	COG:C, COG:COG2224, RefSeq:WP_003053566.1, SO:0001217, UniParc:UPI0000E7F437, UniRef:UniRef100_A0A1Y1IYD4, UniRef:UniRef50_A0A514WSH1, UniRef:UniRef90_H0PZ06
tig00000001_polypolish	cds	4832806	4834725	+	NHFMJM_22235	thrS	Threonine--tRNA ligase	COG:COG0441, COG:J, RefSeq:WP_003075153.1, SO:0001217, UniParc:UPI0002464C1E, UniRef:UniRef100_A0A5A7MJ12, UniRef:UniRef50_Q21YT3, UniRef:UniRef90_D0J188
tig00000001_polypolish	cds	4834883	4835440	+	NHFMJM_22240	infC	Translation initiation factor IF-3	COG:COG0290, COG:J, SO:0001217, UniRef:UniRef50_Q8PJE2, UniRef:UniRef90_A0A076PVK1
tig00000001_polypolish	cds	4835716	4835919	+	NHFMJM_22245	rpmI	50S ribosomal protein L35	COG:COG0291, COG:J, GO:0003735, GO:0005840, GO:0006412, RefSeq:WP_034365623.1, SO:0001217, UniParc:UPI00050F838E, UniRef:UniRef100_A0A096HRQ5, UniRef:UniRef50_Q21YT1, UniRef:UniRef90_B9MHY0
tig00000001_polypolish	cds	4835946	4836305	+	NHFMJM_22250	rplT	50S ribosomal protein L20	COG:COG0292, COG:J, GO:0000027, GO:0003735, GO:0005840, GO:0006412, GO:0019843, RefSeq:WP_003053572.1, SO:0001217, UniParc:UPI0000E7F407, UniRef:UniRef100_A0A096FMU0, UniRef:UniRef50_Q6NDR6, UniRef:UniRef90_C5CUU5
tig00000001_polypolish	cds	4836506	4837558	+	NHFMJM_22255	pheS	Phenylalanine--tRNA ligase alpha subunit	COG:COG0016, COG:J, EC:6.1.1.20, GO:0000049, GO:0000287, GO:0004826, GO:0005524, GO:0005737, GO:0006432, RefSeq:WP_003069975.1, SO:0001217, UniParc:UPI0001BB17C3, UniRef:UniRef100_A0A096FB66, UniRef:UniRef50_B3R4J5, UniRef:UniRef90_A9C3D0
tig00000001_polypolish	cds	4837726	4840179	+	NHFMJM_22260	pheT	Phenylalanine--tRNA ligase beta subunit	COG:COG0073, COG:J, SO:0001217, UniRef:UniRef50_Q62KI7, UniRef:UniRef90_D0J183
tig00000001_polypolish	cds	4840208	4840534	+	NHFMJM_22265	ihfA	Integration host factor subunit alpha	COG:COG0776, COG:L, SO:0001217, UniRef:UniRef50_V4YSW2, UniRef:UniRef90_A0A096EPU4
tig00000001_polypolish	cds	4840776	4841225	+	NHFMJM_22270		HTH merR-type domain-containing protein	SO:0001217, UniRef:UniRef50_C9Y6E7
tig00000001_polypolish	tRNA	4841256	4841332	+	NHFMJM_22275	Pro_trna	tRNA-Pro	SO:0000268
tig00000001_polypolish	cds	4842144	4843667	+	NHFMJM_22280	tolC	Type I secretion outer membrane protein, TolC family	COG:COG1538, COG:M, SO:0001217, UniRef:UniRef50_B7X2N1, UniRef:UniRef90_B7X2N1
tig00000001_polypolish	cds	4843714	4843950	+	NHFMJM_22285		hypothetical protein	SO:0001217, UniRef:UniRef50_D0J178, UniRef:UniRef90_D0J178
tig00000001_polypolish	cds	4844145	4846283	+	NHFMJM_22290	sunT	Type I secretion system ATPase, LssB family	COG:COG2274, COG:V, SO:0001217, UniRef:UniRef50_A0A516SF36, UniRef:UniRef90_A0A0K6IFV9
tig00000001_polypolish	cds	4846280	4847692	+	NHFMJM_22295	emrA	Membrane fusion protein (MFP) family protein	COG:COG1566, COG:V, SO:0001217, UniRef:UniRef50_A0A2G6ZQ90, UniRef:UniRef90_A0A2G6ZQ90
tig00000001_polypolish	cds	4847726	4848364	+	NHFMJM_22300		HTH luxR-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1D2SBR2
tig00000001_polypolish	cds	4848631	4868196	+	NHFMJM_22305		tandem-95 repeat protein	SO:0001217, UniRef:UniRef50_UPI0015F84122
tig00000001_polypolish	cds	4868498	4869157	+	NHFMJM_22310		putative transglutaminase-like protein	COG:COG3672, COG:O, SO:0001217, UniRef:UniRef50_A0A370F6N8, UniRef:UniRef90_A0A076PLS4
tig00000001_polypolish	cds	4869223	4871208	+	NHFMJM_22315	eAL	Diguanylate cyclase/phosphodiesterase	COG:COG2200, COG:T, SO:0001217, UniRef:UniRef50_A0A370EM62, UniRef:UniRef90_A0A370EM62
tig00000001_polypolish	cds	4871277	4872266	-	NHFMJM_22320	yfeH	Membrane protein	COG:COG0385, COG:R, SO:0001217, UniRef:UniRef50_A0A328ZEK9, UniRef:UniRef90_A0A076PWQ2
tig00000001_polypolish	cds	4872386	4873318	+	NHFMJM_22325	lysR	DNA-binding transcriptional LysR family regulator	COG:COG0583, COG:K, SO:0001217, UniRef:UniRef50_A0A2G6ZT01, UniRef:UniRef90_A0A370ELV7
tig00000001_polypolish	cds	4873323	4873640	-	NHFMJM_22330		Putative membrane lipoprotein, cell wall extensin motif	SO:0001217, UniRef:UniRef50_A0A250DP67, UniRef:UniRef90_B7X2P1
tig00000001_polypolish	cds	4874525	4876141	+	NHFMJM_22335	pleD	GGDEF domain-containing protein	COG:COG3706, COG:TK, SO:0001217, UniRef:UniRef50_A0A3M5MXH3, UniRef:UniRef90_A0A0M2DMM8
tig00000001_polypolish	cds	4876281	4876496	+	NHFMJM_22340		hypothetical protein	
tig00000001_polypolish	cds	4877106	4877369	-	NHFMJM_22345	infA	Translation initiation factor IF-1	COG:COG0361, COG:J, RefSeq:WP_003061434.1, SO:0001217, UniParc:UPI0001BB174F, UniRef:UniRef100_A0A1Y1J174, UniRef:UniRef50_Q7VZA3, UniRef:UniRef90_A0A1Y1J174
tig00000001_polypolish	cds	4877393	4877611	-	NHFMJM_22350		hypothetical protein	SO:0001217, UniRef:UniRef50_F0QBC8, UniRef:UniRef90_A0A096FMQ6
tig00000001_polypolish	cds	4878100	4879143	+	NHFMJM_22355		Integrase	SO:0001217, UniRef:UniRef50_A9BW15, UniRef:UniRef90_A0A5A7MMH8
tig00000001_polypolish	cds	4879109	4879366	-	NHFMJM_22360		Putative DNA-binding transcriptional regulator AlpA	SO:0001217, UniRef:UniRef50_A0A080NKJ2, UniRef:UniRef90_A0A7Z0FZT8
tig00000001_polypolish	cds	4879382	4879585	-	NHFMJM_22365		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A5A7MJU3, UniRef:UniRef90_A0A5A7MJU3
tig00000001_polypolish	cds	4879582	4880226	-	NHFMJM_22370		ASCH domain-containing protein	SO:0001217, UniRef:UniRef50_A0A096FD86
tig00000001_polypolish	cds	4880517	4881083	+	NHFMJM_22375		SMI1-KNR4 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A5A7MJT2, UniRef:UniRef90_A0A5A7MJT2
tig00000001_polypolish	cds	4881362	4882117	-	NHFMJM_22380		PAPS-reduct domain-containing protein	SO:0001217, UniRef:UniRef50_A0A345PAQ0, UniRef:UniRef90_A0A0L7MBU9
tig00000001_polypolish	cds	4882389	4882691	+	NHFMJM_22385		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A076PVE5, UniRef:UniRef90_A0A2G6ZQP9
tig00000001_polypolish	cds	4882795	4883766	-	NHFMJM_22390	rdgC	Recombination-associated protein RdgC	COG:COG2974, COG:L, SO:0001217, UniRef:UniRef50_A0A0M2DVZ6, UniRef:UniRef90_A0A0E3BMM1
tig00000001_polypolish	cds	4883917	4884132	-	NHFMJM_22395		hypothetical protein	
tig00000001_polypolish	cds	4884248	4884442	-	NHFMJM_22400		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A1Y1IWR1, UniRef:UniRef90_A0A1Y1IWR1
tig00000001_polypolish	cds	4884499	4884636	-	NHFMJM_22405		hypothetical protein	
tig00000001_polypolish	cds	4885684	4886919	+	NHFMJM_22410		hypothetical protein	
tig00000001_polypolish	cds	4887408	4887587	-	NHFMJM_22415		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A0M2DVL2, UniRef:UniRef90_A0A5A7MK19
tig00000001_polypolish	cds	4887612	4887875	-	NHFMJM_22420		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A076PSW5, UniRef:UniRef90_A0A076PSW5
tig00000001_polypolish	cds	4888037	4888216	-	NHFMJM_22425		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A5D9AII4, UniRef:UniRef90_B7X3G6
tig00000001_polypolish	cds	4888677	4888856	-	NHFMJM_22430		hypothetical protein	SO:0001217, UniRef:UniRef50_B7X0S6, UniRef:UniRef90_B7X0S6
tig00000001_polypolish	cds	4889867	4890376	-	NHFMJM_22435		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A370ELN3, UniRef:UniRef90_A0A370ELN3
tig00000001_polypolish	cds	4890415	4891143	-	NHFMJM_22440		HTH cro/C1-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0E3BMB8, UniRef:UniRef90_A0A0E3BMB8
tig00000001_polypolish	cds	4891727	4891996	+	NHFMJM_22445		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A0K6IE42, UniRef:UniRef90_A0A0K6IE42
tig00000001_polypolish	cds	4891989	4892435	+	NHFMJM_22450		Putative fatty-acid--CoA ligase	SO:0001217, UniRef:UniRef50_A0A1I0ZDH7, UniRef:UniRef90_A0A0M2DHT2
tig00000001_polypolish	cds	4892432	4893112	+	NHFMJM_22455		Rha family transcriptional regulator	SO:0001217, UniRef:UniRef50_N8QV82, UniRef:UniRef90_UPI0009B9EB5D
tig00000001_polypolish	cds	4893180	4894187	+	NHFMJM_22460		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A5S4SML2, UniRef:UniRef90_A0A5S4SML2
tig00000001_polypolish	cds	4894184	4894744	+	NHFMJM_22465		ATP-dependent RNA helicase RhlB	SO:0001217, UniRef:UniRef50_A0A0M2DVE5, UniRef:UniRef90_A0A5A7MMA5
tig00000001_polypolish	cds	4894744	4895304	+	NHFMJM_22470		DUF1064 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0K6IE46, UniRef:UniRef90_A0A0K6IE46
tig00000001_polypolish	cds	4895301	4895558	+	NHFMJM_22475		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A0L7MB22, UniRef:UniRef90_A0A7U9A705
tig00000001_polypolish	cds	4895558	4896127	+	NHFMJM_22480		hypothetical protein	
tig00000001_polypolish	cds	4896161	4896718	+	NHFMJM_22485		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A0K6IE71, UniRef:UniRef90_A0A0K6IE71
tig00000001_polypolish	cds	4896907	4897458	+	NHFMJM_22490		hypothetical protein	
tig00000001_polypolish	cds	4897607	4898374	-	NHFMJM_22495		HNHc domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2N2QHW8
tig00000001_polypolish	cds	4898595	4899344	+	NHFMJM_22500		hypothetical protein	SO:0001217, UniRef:UniRef50_E8TVN6, UniRef:UniRef90_A0A076PRC0
tig00000001_polypolish	cds	4899341	4900657	+	NHFMJM_22505		PBSX family phage terminase large subunit	SO:0001217, UniRef:UniRef50_A0A095YTA7, UniRef:UniRef90_A0A4Y8TSR3
tig00000001_polypolish	cds	4900654	4902942	+	NHFMJM_22510		hypothetical protein	SO:0001217, UniRef:UniRef50_N9M250, UniRef:UniRef90_A0A7X9U2T3
tig00000001_polypolish	cds	4903175	4904221	+	NHFMJM_22515		hypothetical protein	
tig00000001_polypolish	cds	4904236	4905525	+	NHFMJM_22520		DUF4043 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2P1VGI1, UniRef:UniRef90_A0A7X9YE88
tig00000001_polypolish	cds	4905586	4906065	+	NHFMJM_22525		hypothetical protein	
tig00000001_polypolish	cds	4906133	4906576	+	NHFMJM_22530		hypothetical protein	
tig00000001_polypolish	cds	4906578	4907252	+	NHFMJM_22535		hypothetical protein	
tig00000001_polypolish	cds	4907261	4909183	+	NHFMJM_22540		hypothetical protein	
tig00000001_polypolish	cds	4909180	4909626	-	NHFMJM_22545		hypothetical protein	
tig00000001_polypolish	cds	4909722	4921040	+	NHFMJM_22550		hypothetical protein	
tig00000001_polypolish	cds	4921207	4922181	-	NHFMJM_22555	lysR	LysR family transcriptional regulator	COG:COG0583, COG:K, SO:0001217, UniRef:UniRef50_A0A3M3XES6, UniRef:UniRef90_A0A0Q0T216
tig00000001_polypolish	cds	4922279	4923286	+	NHFMJM_22560		NAD(P)-bd-dom domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0Q4RUG1
tig00000001_polypolish	cds	4923486	4923887	+	NHFMJM_22565		hypothetical protein	
tig00000001_polypolish	cds	4923897	4925012	+	NHFMJM_22570		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A7V8IN33, UniRef:UniRef90_UPI0015FDE364
tig00000001_polypolish	cds	4925129	4925791	+	NHFMJM_22575		hypothetical protein	
